Date,Close
1/21/2020 16:00:00,10.34
1/22/2020 16:00:00,10.38
1/23/2020 16:00:00,10.35
1/24/2020 16:00:00,10.3
1/27/2020 16:00:00,10.17
1/28/2020 16:00:00,10.36
1/29/2020 16:00:00,10.31
1/30/2020 16:00:00,10.33
1/31/2020 16:00:00,10.21
2/3/2020 16:00:00,10.25
2/4/2020 16:00:00,10.4
2/5/2020 16:00:00,10.8
2/6/2020 16:00:00,10.73
2/7/2020 16:00:00,10.42
2/10/2020 16:00:00,10.49
2/11/2020 16:00:00,10.62
2/12/2020 16:00:00,10.84
2/13/2020 16:00:00,10.9
2/14/2020 16:00:00,10.83
2/18/2020 16:00:00,10.83
2/19/2020 16:00:00,10.95
2/20/2020 16:00:00,11.02
2/21/2020 16:00:00,10.9
2/24/2020 16:00:00,10.38
2/25/2020 16:00:00,10.12
2/26/2020 16:00:00,10.06
2/27/2020 16:00:00,9.8
2/28/2020 16:00:00,9.84
3/2/2020 16:00:00,9.92
3/3/2020 16:00:00,9.73
3/4/2020 16:00:00,9.88
3/5/2020 16:00:00,9.61
3/6/2020 16:00:00,10.5
3/9/2020 16:00:00,9.05
3/10/2020 16:00:00,9
3/11/2020 16:00:00,8.5
3/12/2020 16:00:00,7.14
3/13/2020 16:00:00,7.49
3/16/2020 16:00:00,6.8
3/17/2020 16:00:00,7.73
3/18/2020 16:00:00,6.71
3/19/2020 16:00:00,7.21
3/20/2020 16:00:00,6.5
3/23/2020 16:00:00,6.7
3/24/2020 16:00:00,7.2
3/25/2020 16:00:00,7.13
3/26/2020 16:00:00,7.26
3/27/2020 16:00:00,6.73
3/30/2020 16:00:00,7.05
3/31/2020 16:00:00,7.44
4/1/2020 16:00:00,7.25
4/2/2020 16:00:00,7.32
4/3/2020 16:00:00,6.94
4/6/2020 16:00:00,7.39
4/7/2020 16:00:00,7.72
4/8/2020 16:00:00,7.79
4/9/2020 16:00:00,7.42
4/13/2020 16:00:00,7.23
4/14/2020 16:00:00,7.37
4/15/2020 16:00:00,6.99
4/16/2020 16:00:00,7
4/17/2020 16:00:00,7.58
4/20/2020 16:00:00,7.53
4/21/2020 16:00:00,7.32
4/22/2020 16:00:00,7.29
4/23/2020 16:00:00,7.52
4/24/2020 16:00:00,7.6
4/27/2020 16:00:00,7.67
4/28/2020 16:00:00,7.86
4/29/2020 16:00:00,8.36
4/30/2020 16:00:00,8.14
5/1/2020 16:00:00,7.78
5/4/2020 16:00:00,7.84
5/5/2020 16:00:00,7.85
5/6/2020 16:00:00,7.76
5/7/2020 16:00:00,7.89
5/8/2020 16:00:00,8.18
5/11/2020 16:00:00,8.3
5/12/2020 16:00:00,7.64
5/13/2020 16:00:00,7.13
5/14/2020 16:00:00,7.47
5/15/2020 16:00:00,7.26
5/18/2020 16:00:00,7.6
5/19/2020 16:00:00,7.55
5/20/2020 16:00:00,7.79
5/21/2020 16:00:00,7.77
5/22/2020 16:00:00,7.75
5/26/2020 16:00:00,8
5/27/2020 16:00:00,8.24
5/28/2020 16:00:00,7.84
5/29/2020 16:00:00,7.69
6/1/2020 16:00:00,7.7
6/2/2020 16:00:00,7.99
6/3/2020 16:00:00,8.14
6/4/2020 16:00:00,8.48
6/5/2020 16:00:00,8.95
6/8/2020 16:00:00,9.05
6/9/2020 16:00:00,8.88
6/10/2020 16:00:00,8.65
6/11/2020 16:00:00,8.02
6/12/2020 16:00:00,8.2
6/15/2020 16:00:00,8.5
6/16/2020 16:00:00,8.7
6/17/2020 16:00:00,8.43
6/18/2020 16:00:00,8.56
6/19/2020 16:00:00,8.83
6/22/2020 16:00:00,8.69
6/23/2020 16:00:00,8.74
6/24/2020 16:00:00,8.43
6/25/2020 16:00:00,8.51
6/26/2020 16:00:00,8.36
6/29/2020 16:00:00,8.91
6/30/2020 16:00:00,7.6
7/1/2020 16:00:00,7.01
7/2/2020 16:00:00,6.85
7/6/2020 16:00:00,7.39
7/7/2020 16:00:00,7.11
7/8/2020 16:00:00,6.85
7/9/2020 16:00:00,6.88
7/10/2020 16:00:00,6.93
7/13/2020 16:00:00,7.02
7/14/2020 16:00:00,7.4
7/15/2020 16:00:00,7.65
7/16/2020 16:00:00,7.64
7/17/2020 16:00:00,7.51
7/20/2020 16:00:00,7.56
7/21/2020 16:00:00,7.81
7/22/2020 16:00:00,7.68
7/23/2020 16:00:00,7.78
7/24/2020 16:00:00,7.7
7/27/2020 16:00:00,7.81
7/28/2020 16:00:00,7.75
7/29/2020 16:00:00,7.93
7/30/2020 16:00:00,7.87
7/31/2020 16:00:00,7.59
8/3/2020 16:00:00,7.59
8/4/2020 16:00:00,7.68
8/5/2020 16:00:00,7.74
8/6/2020 16:00:00,7.75
8/7/2020 16:00:00,7.94
8/10/2020 16:00:00,8.23
8/11/2020 16:00:00,8.4
8/12/2020 16:00:00,8.33
8/13/2020 16:00:00,8.3
8/14/2020 16:00:00,8.39
8/17/2020 16:00:00,8.38
8/18/2020 16:00:00,8.26
8/19/2020 16:00:00,8.2
8/20/2020 16:00:00,8.09
8/21/2020 16:00:00,8.15
8/24/2020 16:00:00,8.02
8/25/2020 16:00:00,8.26
8/26/2020 16:00:00,8.14
8/27/2020 16:00:00,8.19
8/28/2020 16:00:00,8.46
8/31/2020 16:00:00,8.51
9/1/2020 16:00:00,8.76
9/2/2020 16:00:00,8.87
9/3/2020 16:00:00,8.61
9/4/2020 16:00:00,8.66
9/8/2020 16:00:00,8.82
9/9/2020 16:00:00,8.85
9/10/2020 16:00:00,8.8
9/11/2020 16:00:00,8.96
9/14/2020 16:00:00,8.65
9/15/2020 16:00:00,8.65
9/16/2020 16:00:00,8.79
9/17/2020 16:00:00,8.77
9/18/2020 16:00:00,8.63
9/21/2020 16:00:00,7.96
9/22/2020 16:00:00,8.04
9/23/2020 16:00:00,7.98
9/24/2020 16:00:00,8.07
9/25/2020 16:00:00,8.07
9/28/2020 16:00:00,8.24
9/29/2020 16:00:00,8.17
9/30/2020 16:00:00,8.2
