Date,Close
3/31/2020 16:00:00,12.95
4/1/2020 16:00:00,11.07
4/2/2020 16:00:00,11.01
4/3/2020 16:00:00,11.09
4/6/2020 16:00:00,13.04
4/7/2020 16:00:00,14.47
4/8/2020 16:00:00,14.97
4/9/2020 16:00:00,15.7
4/13/2020 16:00:00,14.77
4/14/2020 16:00:00,15.38
4/15/2020 16:00:00,14.42
4/16/2020 16:00:00,14.41
4/17/2020 16:00:00,15.22
4/20/2020 16:00:00,14.21
4/21/2020 16:00:00,13.75
4/22/2020 16:00:00,13.41
4/23/2020 16:00:00,13.77
4/24/2020 16:00:00,13.64
4/27/2020 16:00:00,15.05
4/28/2020 16:00:00,16.11
4/29/2020 16:00:00,17.05
4/30/2020 16:00:00,14.88
5/1/2020 16:00:00,15.16
5/4/2020 16:00:00,14.77
5/5/2020 16:00:00,14.77
5/6/2020 16:00:00,14.07
5/7/2020 16:00:00,14.5
5/8/2020 16:00:00,14.88
5/11/2020 16:00:00,13.92
5/12/2020 16:00:00,13.19
5/13/2020 16:00:00,11.93
5/14/2020 16:00:00,12.41
5/15/2020 16:00:00,12.2
5/18/2020 16:00:00,13.39
5/19/2020 16:00:00,12.86
5/20/2020 16:00:00,13.26
5/21/2020 16:00:00,14.24
5/22/2020 16:00:00,13.98
5/26/2020 16:00:00,14.75
5/27/2020 16:00:00,15.38
5/28/2020 16:00:00,13.99
5/29/2020 16:00:00,13.6
6/1/2020 16:00:00,14.19
6/2/2020 16:00:00,14.5
6/3/2020 16:00:00,15.69
6/4/2020 16:00:00,16.44
6/5/2020 16:00:00,17.31
6/8/2020 16:00:00,17.98
6/9/2020 16:00:00,16.55
6/10/2020 16:00:00,15.48
6/11/2020 16:00:00,14.12
6/12/2020 16:00:00,14.48
6/15/2020 16:00:00,14.19
6/16/2020 16:00:00,14.99
6/17/2020 16:00:00,14.22
6/18/2020 16:00:00,13.98
6/19/2020 16:00:00,13.53
6/22/2020 16:00:00,13.71
6/23/2020 16:00:00,13.78
6/24/2020 16:00:00,12.8
6/25/2020 16:00:00,12.6
6/26/2020 16:00:00,12.55
6/29/2020 16:00:00,13.35
6/30/2020 16:00:00,13.28
7/1/2020 16:00:00,12.97
7/2/2020 16:00:00,13.01
7/6/2020 16:00:00,13.18
7/7/2020 16:00:00,12.65
7/8/2020 16:00:00,13
7/9/2020 16:00:00,12.34
7/10/2020 16:00:00,12.62
7/13/2020 16:00:00,12.9
7/14/2020 16:00:00,12.97
7/15/2020 16:00:00,14.02
7/16/2020 16:00:00,14.04
7/17/2020 16:00:00,13.66
7/20/2020 16:00:00,13.12
7/21/2020 16:00:00,13.65
7/22/2020 16:00:00,13.7
7/23/2020 16:00:00,13.87
7/24/2020 16:00:00,13.47
7/27/2020 16:00:00,13.65
7/28/2020 16:00:00,13.51
7/29/2020 16:00:00,13.87
7/30/2020 16:00:00,13.3
7/31/2020 16:00:00,13.36
8/3/2020 16:00:00,13.34
8/4/2020 16:00:00,13.28
8/5/2020 16:00:00,13.74
8/6/2020 16:00:00,14.03
8/7/2020 16:00:00,14.51
8/10/2020 16:00:00,15.43
8/11/2020 16:00:00,15.53
8/12/2020 16:00:00,15.6
8/13/2020 16:00:00,15.43
8/14/2020 16:00:00,15.93
8/17/2020 16:00:00,15.83
8/18/2020 16:00:00,15.33
8/19/2020 16:00:00,15.08
8/20/2020 16:00:00,14.36
8/21/2020 16:00:00,14.54
8/24/2020 16:00:00,15.33
8/25/2020 16:00:00,14.94
8/26/2020 16:00:00,14.85
8/27/2020 16:00:00,14.89
8/28/2020 16:00:00,14.88
8/31/2020 16:00:00,14.73
9/1/2020 16:00:00,14.75
9/2/2020 16:00:00,14.73
9/3/2020 16:00:00,14.71
9/4/2020 16:00:00,14.56
9/8/2020 16:00:00,15
9/9/2020 16:00:00,14.58
9/10/2020 16:00:00,15.8
9/11/2020 16:00:00,16.15
9/14/2020 16:00:00,17.52
9/15/2020 16:00:00,16.84
9/16/2020 16:00:00,18.1
9/17/2020 16:00:00,17.6
9/18/2020 16:00:00,17.36
9/21/2020 16:00:00,16.51
9/22/2020 16:00:00,16.62
9/23/2020 16:00:00,16.59
9/24/2020 16:00:00,16.34
9/25/2020 16:00:00,16.36
9/28/2020 16:00:00,16.58
9/29/2020 16:00:00,15.5
9/30/2020 16:00:00,15.63
